denylist_tier,openalex_id,s2_id,arxiv_id,doi,title,year,venue,domain,sources
1hop_referenced,https://openalex.org/W2096261947,,,https://doi.org/10.1016/j.cell.2014.05.010,Development and Applications of CRISPR-Cas9 for Genome Engineering,2014,Cell,,
1hop_referenced,https://openalex.org/W2112364185,,,https://doi.org/10.1101/gr.186072.114,"CheckM: assessing the quality of microbial genomes recovered from isolates, single cells, and metagenomes",2015,Genome Research,,
1hop_referenced,https://openalex.org/W2126466006,,,https://doi.org/10.1038/171737a0,Molecular Structure of Nucleic Acids: A Structure for Deoxyribose Nucleic Acid,1953,Nature,,
1hop_referenced,https://openalex.org/W2127175247,,,https://doi.org/10.1126/science.1261359,Structure and function of the global ocean microbiome,2015,Science,,
1hop_referenced,https://openalex.org/W2127391962,,,https://doi.org/10.1186/1471-2105-8-209,CRISPR Recognition Tool (CRT): a tool for automatic detection of clustered regularly \ninterspaced palindromic repeats,2007,Insecta mundi,,
1hop_referenced,https://openalex.org/W2127774996,,,https://doi.org/10.1093/nar/gkf436,MAFFT: a novel method for rapid multiple sequence alignment based on fast Fourier transform,2002,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2135621733,,,https://doi.org/10.1093/nar/gkr367,HMMER web server: interactive sequence similarity searching,2011,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2135753651,,,https://doi.org/10.1093/genetics/149.1.445,Assessing the Impact of Secondary Structure and Solvent Accessibility on Protein Evolution,1998,Genetics,,
1hop_referenced,https://openalex.org/W2137401535,,,https://doi.org/10.1074/jbc.m114.606632,Comprehensive Analysis of Stop Codon Usage in Bacteria and Its Correlation with Release Factor Abundance,2014,Journal of Biological Chemistry,,
1hop_referenced,https://openalex.org/W2141152740,,,https://doi.org/10.1093/bioinformatics/btt509,Infernal 1.1: 100-fold faster RNA homology searches,2013,Bioinformatics,,
1hop_referenced,https://openalex.org/W2143485490,,,https://doi.org/10.1186/1471-2105-11-119,Prodigal: prokaryotic gene recognition and translation initiation site identification,2010,BMC Bioinformatics,,
1hop_referenced,https://openalex.org/W2144893575,,,https://doi.org/10.1093/molbev/msu081,"A Comprehensive, High-Resolution Map of a Gene’s Fitness Landscape",2014,Molecular Biology and Evolution,,
1hop_referenced,https://openalex.org/W2148451739,,,https://doi.org/10.1186/2042-5783-2-6,Bacterial phylogenetic tree construction based on genomic translation stop signals,2012,Microbial Informatics and Experimentation,,
1hop_referenced,https://openalex.org/W2149452073,,,https://doi.org/10.1093/nar/gkj014,ISfinder: the reference centre for bacterial insertion sequences,2005,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2154241726,,,https://doi.org/10.1093/nar/gkn188,The Vienna RNA Websuite,2008,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2156345326,,,https://doi.org/10.1093/nar/gkh024,DEG: a database of essential genes,2003,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2158230102,,,https://doi.org/10.1093/nar/gku511,Comprehensive mutational scanning of a kinase <i>in vivo</i> reveals substrate-dependent fitness landscapes,2014,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2160736206,,,https://doi.org/10.1093/nar/gkg859,Gene essentiality determines chromosome organisation in bacteria,2003,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2173732482,,,https://doi.org/10.1093/nar/gkv1189,"Reference sequence (RefSeq) database at NCBI: current status, taxonomic expansion, and functional annotation",2015,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2564736581,,,https://doi.org/10.1016/j.cels.2016.11.004,RNA Structural Determinants of Optimal Codons Revealed by MAGE-Seq,2016,Cell Systems,,
1hop_referenced,https://openalex.org/W2567070169,,,https://doi.org/10.48550/arxiv.1612.08083,Language Modeling with Gated Convolutional Networks,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2766831674,,,https://doi.org/10.1021/acs.biochem.7b01069,Systematic Dissection of Sequence Elements Controlling σ70 Promoters Using a Genomically Encoded Multiplexed Reporter Assay in <i>Escherichia coli</i>,2018,Biochemistry,,
1hop_referenced,https://openalex.org/W2792430327,,,https://doi.org/10.1007/978-3-319-77553-1_14,Evolving Better RNAfold Structure Prediction,2018,Lecture notes in computer science,,
1hop_referenced,https://openalex.org/W2804099821,,,https://doi.org/10.1038/s41586-018-0170-7,Pairwise and higher-order genetic interactions during the evolution of a tRNA,2018,Nature,,
1hop_referenced,https://openalex.org/W2868860358,,,https://doi.org/10.1016/j.molcel.2018.06.012,A Systematic p53 Mutation Library Links Differential Functional Impact to Cancer Mutation Pattern and Evolutionary Conservation,2018,Molecular Cell,,
1hop_referenced,https://openalex.org/W2889874867,,,https://doi.org/10.1038/s41586-018-0461-z,Accurate classification of BRCA1 variants with saturation genome editing,2018,Nature,,
1hop_referenced,https://openalex.org/W2891731267,,,https://doi.org/10.1038/s41588-018-0204-y,Mutational processes shape the landscape of TP53 mutations in human cancer,2018,Nature Genetics,,
1hop_referenced,https://openalex.org/W2912883243,,,https://doi.org/10.1038/s41587-018-0009-7,A human gut bacterial genome and culture collection for improved metagenomic analyses,2019,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W2925163882,,,https://doi.org/10.1098/rstb.2018.0087,Origins and evolution of CRISPR-Cas systems,2019,Philosophical Transactions of the Royal Society B Biological Sciences,,
1hop_referenced,https://openalex.org/W2990138404,,,https://doi.org/10.7551/mitpress/7503.001.0001,Advances in Neural Information Processing Systems 19,2007,The MIT Press eBooks,,
1hop_referenced,https://openalex.org/W3011567635,,,https://doi.org/10.1186/s13073-020-0711-1,A proactive genotype-to-patient-phenotype map for cystathionine beta-synthase,2020,Genome Medicine,,
1hop_referenced,https://openalex.org/W3014790073,,,https://doi.org/10.1038/s41467-020-15540-1,Comprehensive sequence-to-function mapping of cofactor-dependent RNA catalysis in the glmS ribozyme,2020,Nature Communications,,
1hop_referenced,https://openalex.org/W3032979344,,,https://doi.org/10.7554/elife.56707,"Comprehensive exploration of the translocation, stability and substrate recognition requirements in VIM-2 lactamase",2020,eLife,,
1hop_referenced,https://openalex.org/W3041065315,,,https://doi.org/10.1038/s41587-020-0584-2,Automated design of thousands of nonrepetitive parts for engineering stable genetic systems,2020,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W3042305844,,,https://doi.org/10.1038/s41587-020-0603-3,"A unified catalog of 204,938 reference genomes from the human gut microbiome",2020,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W3092728598,,,https://doi.org/10.1021/acssynbio.0c00394,An Automated Model Test System for Systematic Development and Improvement of Gene Expression Models,2020,ACS Synthetic Biology,,
1hop_referenced,https://openalex.org/W3097021932,,,https://doi.org/10.1093/nar/gkaa939,The IMG/M data management and analysis system v.6.0: new tools and advanced capabilities,2020,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W3097720621,,,https://doi.org/10.1128/msystems.01045-20,"Large-Scale Metagenome Assembly Reveals Novel Animal-Associated Microbial Genomes, Biosynthetic Gene Clusters, and Other Genetic Diversity",2020,mSystems,,
1hop_referenced,https://openalex.org/W3108496856,,,https://doi.org/10.1089/crispr.2020.0059,"CRISPRCasTyper: Automated Identification, Annotation, and Classification of CRISPR-Cas Loci",2020,The CRISPR Journal,,
1hop_referenced,https://openalex.org/W3118661275,,,https://doi.org/10.1038/s41467-020-20094-3,Multiplexed characterization of rationally designed promoter architectures deconstructs combinatorial logic for IPTG-inducible systems,2021,Nature Communications,,
1hop_referenced,https://openalex.org/W3132890345,,,https://doi.org/10.1016/j.cell.2021.01.029,Massive expansion of human gut bacteriophage diversity,2021,Cell,,
1hop_referenced,https://openalex.org/W3181471647,,,https://doi.org/10.1038/s41467-021-24495-w,Structure of PDE3A-SLFN12 complex reveals requirements for activation of SLFN12 RNase,2021,Nature Communications,,
1hop_referenced,https://openalex.org/W3198344223,,,https://doi.org/10.1126/science.abj6856,The widespread IS200/IS605 transposon family encodes diverse programmable RNA-guided endonucleases,2021,Science,,
1hop_referenced,https://openalex.org/W3200103613,,,https://doi.org/10.1093/nar/gkab776,"GTDB: an ongoing census of bacterial and archaeal diversity through a phylogenetically consistent, rank normalized and complete genome-based taxonomy",2021,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W3201915432,,,https://doi.org/10.1101/2021.10.06.463360,A systematic genotype-phenotype map for missense variants in the human intellectual disability-associated gene <i>GDI1</i>,2021,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3203405076,,,https://doi.org/10.1038/s41586-021-04058-1,Transposon-associated TnpB is a programmable RNA-guided DNA endonuclease,2021,Nature,,
1hop_referenced,https://openalex.org/W3213819329,,,https://doi.org/10.1016/j.xgen.2021.100029,GA4GH: International policies and standards for data sharing across genomic research and healthcare,2021,Cell Genomics,,
1hop_referenced,https://openalex.org/W3214444961,,,https://doi.org/10.1016/s0140-6736(21)02315-1,By any means necessary: why lowering insulin prices is relevant to racial health equity,2021,The Lancet,,
1hop_referenced,https://openalex.org/W4221145950,,,https://doi.org/10.48550/arxiv.2203.14343,Diagonal State Spaces are as Effective as Structured State Spaces,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4226537906,,,,,,,,
1hop_referenced,https://openalex.org/W4229565668,,,https://doi.org/10.1126/science.32.812.120,Sex Limited Inheritance in <i>Drosophila</i>,1910,Science,,
1hop_referenced,https://openalex.org/W4280501739,,,https://doi.org/10.1038/s41579-022-00739-4,Structural biology of CRISPR–Cas immunity and genome editing enzymes,2022,Nature Reviews Microbiology,,
1hop_referenced,https://openalex.org/W4281648132,,,https://doi.org/10.48550/arxiv.2205.13760,Tranception: protein fitness prediction with autoregressive transformers and inference-time retrieval,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4283461773,,,https://doi.org/10.48550/arxiv.2206.11893,On the Parameterization and Initialization of Diagonal State Space Models,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4290546063,,,https://doi.org/10.1101/2022.08.06.503062,Interpretable RNA Foundation Model from Unannotated Data for Highly Accurate RNA Structure and Function Predictions,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4293475204,,,https://doi.org/10.1038/s41592-022-01585-1,"US-align: universal structure alignments of proteins, nucleic acids, and macromolecular complexes",2022,Nature Methods,,
1hop_referenced,https://openalex.org/W4294237795,,,https://doi.org/10.1038/s41467-022-32829-5,Automated model-predictive design of synthetic promoters to control transcriptional profiles in bacteria,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4296777504,,,https://doi.org/10.1093/bioinformatics/btac466,CRISPRtracrRNA: robust approach for CRISPR tracrRNA detection,2022,Bioinformatics,,
1hop_referenced,https://openalex.org/W4297899606,,,https://doi.org/10.2307/1439305,Genetics and the Origin of Species,1952,Copeia,,
1hop_referenced,https://openalex.org/W4306927827,,,https://doi.org/10.1016/j.isci.2022.105423,Direct and indirect impacts of synthetic biology on biodiversity conservation,2022,iScience,,
1hop_referenced,https://openalex.org/W4309305993,,,https://doi.org/10.1093/nar/gkac1037,"IMG/VR v4: an expanded database of uncultivated virus genomes within a framework of extensive functional, taxonomic, and ecological metadata",2022,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W4310128075,,,https://doi.org/10.1016/s2214-109x(22)00460-0,"Expanding access to biotherapeutics in low-income and middle-income countries through public health non-exclusive voluntary intellectual property licensing: considerations, requirements, and opportunities",2022,The Lancet Global Health,,
1hop_referenced,https://openalex.org/W4316339774,,,https://doi.org/10.1101/2023.01.11.523679,The Nucleotide Transformer: Building and Evaluating Robust Foundation Models for Human Genomics,2023,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4318071656,,,https://doi.org/10.1038/s41587-022-01618-2,Large language models generate functional protein sequences across diverse families,2023,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W4322486429,,,https://doi.org/10.1093/molbev/msad047,Fitness and Functional Landscapes of the<i>E. coli</i>RNase III Gene<i>rnc</i>,2023,Molecular Biology and Evolution,,
1hop_referenced,https://openalex.org/W4327550249,,,https://doi.org/10.1126/science.ade2574,Evolutionary-scale prediction of atomic-level protein structure with a language model,2023,Science,,
1hop_referenced,https://openalex.org/W4362506416,,,https://doi.org/10.1038/s43856-023-00279-9,Guiding principles for the responsible development of artificial intelligence tools for healthcare,2023,Communications Medicine,,
1hop_referenced,https://openalex.org/W4366823175,,,https://doi.org/10.1038/s41587-023-01763-2,Efficient evolution of human antibodies from general protein language models,2023,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W4378771755,,,https://doi.org/10.48550/arxiv.2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,2023,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4379383636,,,https://doi.org/10.1186/s12859-023-05345-6,Biotite: new tools for a versatile Python bioinformatics library,2023,BMC Bioinformatics,,
1hop_referenced,https://openalex.org/W4380422659,,,https://doi.org/10.15252/msb.202211474,Updated benchmarking of variant effect predictors using deep mutational scanning,2023,Molecular Systems Biology,,
1hop_referenced,https://openalex.org/W4383957026,,,https://doi.org/10.1038/s41586-023-06415-8,De novo design of protein structure and function with RFdiffusion,2023,Nature,,
1hop_referenced,https://openalex.org/W4384820649,,,https://doi.org/10.1038/s41586-023-06328-6,Mega-scale experimental analysis of protein folding stability in biology and design,2023,Nature,,
1hop_referenced,https://openalex.org/W4385948731,,,https://doi.org/10.1038/s43588-023-00506-2,The carbon footprint of computational research,2023,Nature Computational Science,,
1hop_referenced,https://openalex.org/W4387095549,,,https://doi.org/10.1038/s41586-023-06597-1,Transposon-encoded nucleases use guide RNAs to promote their selfish spread,2023,Nature,,
1hop_referenced,https://openalex.org/W4387576685,,,https://doi.org/10.1101/2023.10.10.561776,GPN-MSA: an alignment-based DNA language model for genome-wide variant effect prediction,2023,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4387804367,,,https://doi.org/10.48550/arxiv.2310.12109,Monarch Mixer: A Simple Sub-Quadratic GEMM-Based Architecture,2023,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4387994442,,,https://doi.org/10.1177/10943420231201154,GenSLMs: Genome-scale language models reveal SARS-CoV-2 evolutionary dynamics,2023,The International Journal of High Performance Computing Applications,,
1hop_referenced,https://openalex.org/W4388024559,,,https://doi.org/10.1016/j.cels.2023.10.002,ProGen2: Exploring the boundaries of protein language models,2023,Cell Systems,,
1hop_referenced,https://openalex.org/W4388093084,,,https://doi.org/10.48550/arxiv.2310.18780,Laughing Hyena Distillery: Extracting Compact Recurrences From Convolutions,2023,VU Research Portal,,
1hop_referenced,https://openalex.org/W4388410058,,,https://doi.org/10.1093/nar/gkad964,IMG/PR: a database of plasmids from genomes and metagenomes with rich annotations and metadata,2023,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W4388694364,,,https://doi.org/10.1038/s41586-023-06728-8,Illuminating protein space with a programmable generative model,2023,Nature,,
1hop_referenced,https://openalex.org/W4388819524,,,https://doi.org/10.1073/pnas.2308224120,"Diversity, evolution, and classification of the RNA-guided nucleases TnpB and Cas12",2023,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W4388979610,,,https://doi.org/10.1016/j.neucom.2023.127063,RoFormer: Enhanced transformer with Rotary Position Embedding,2023,Neurocomputing,,
1hop_referenced,https://openalex.org/W4389303896,,,https://doi.org/10.1371/journal.pbio.3002416,Systematic and scalable genome-wide essentiality mapping to identify nonessential genes in phages,2023,PLoS Biology,,
1hop_referenced,https://openalex.org/W4389472984,,,https://doi.org/10.1101/2023.12.07.570727,ProteinGym: Large-Scale Benchmarks for Protein Design and Fitness Prediction,2023,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4389518760,,,https://doi.org/10.18653/v1/2023.emnlp-main.298,GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints,2023,,,
1hop_referenced,https://openalex.org/W4389626262,,,https://doi.org/10.1016/j.cels.2023.11.006,Deep learning and CRISPR-Cas13d ortholog discovery for optimized RNA targeting,2023,Cell Systems,,
1hop_referenced,https://openalex.org/W4391215141,,,https://doi.org/10.1126/science.ado1671,Protein design meets biosecurity,2024,Science,,
1hop_referenced,https://openalex.org/W4391482904,,,https://doi.org/10.1101/2024.02.01.578352,DNA-Diffusion: Leveraging Generative Models for Controlling Chromatin Accessibility and Gene Expression via Synthetic Regulatory Elements,2024,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4391932367,,,https://doi.org/10.1101/2024.02.14.580373,regLM: Designing realistic regulatory DNA with autoregressive language models,2024,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4392095606,,,https://doi.org/10.1038/s42256-024-00791-0,Codon language embeddings provide strong signals for use in protein engineering,2024,Nature Machine Intelligence,,
1hop_referenced,https://openalex.org/W4392302569,,,https://doi.org/10.1016/j.cels.2024.01.008,Convolutions are competitive with transformers for protein sequence pretraining,2024,Cell Systems,,
1hop_referenced,https://openalex.org/W4393870943,,,https://doi.org/10.1038/s41467-024-46947-9,Genomic language model predicts protein co-regulation and function,2024,Nature Communications,,
1hop_referenced,https://openalex.org/W4396721167,,,https://doi.org/10.1038/s41586-024-07487-w,Accurate structure prediction of biomolecular interactions with AlphaFold 3,2024,Nature,,
1hop_referenced,https://openalex.org/W4400037959,,,https://doi.org/10.1038/s41586-024-07552-4,Bridge RNAs direct programmable recombination of target and donor DNA,2024,Nature,,
1hop_referenced,https://openalex.org/W4400188610,,,https://doi.org/10.1101/gr.278870.123,CodonBERT large language model for mRNA vaccines,2024,Genome Research,,
1hop_referenced,https://openalex.org/W4400313991,,,https://doi.org/10.1126/science.adk8946,Unsupervised evolution of protein and antibody complexes with a structure-informed language model,2024,Science,,
1hop_referenced,https://openalex.org/W4401042382,,,https://doi.org/10.18653/v1/2024.naacl-long.260,Effective Long-Context Scaling of Foundation Models,2024,,,
1hop_referenced,https://openalex.org/W4403824354,,,https://doi.org/10.1073/pnas.2406285121,Protein language models learn evolutionary statistics of interacting sequence motifs,2024,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W6767440493,,,,,,,,
1hop_referenced,https://openalex.org/W6838865847,,,,,,,,
1hop_referenced,https://openalex.org/W6999014075,,,,Block-State Transformers,2023,PolyPublie (École Polytechnique de Montréal),,
1hop_referenced,https://openalex.org/W1589812083,,,https://doi.org/10.1016/s0022-2836(05)80269-4,Calculation of conformational ensembles from potentials of mena force,1990,Journal of Molecular Biology,,
1hop_referenced,https://openalex.org/W1605294025,,,https://doi.org/10.1038/nsb1101-923,The way to NMR structures of proteins.,2001,Nature Structural Biology,,
1hop_referenced,https://openalex.org/W1976666280,,,https://doi.org/10.1016/0022-2836(87)90352-4,Correlation of co-ordinated amino acid substitutions with function in viruses related to tobacco mosaic virus,1987,Journal of Molecular Biology,,
1hop_referenced,https://openalex.org/W1982583124,,,https://doi.org/10.1038/nbt.2419,Protein structure prediction from sequence variation,2012,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W2014337316,,,https://doi.org/10.1111/febs.12796,"A brief history of macromolecular crystallography, illustrated by a family tree and its <scp>N</scp>obel fruits",2014,FEBS Journal,,
1hop_referenced,https://openalex.org/W2017285544,,,https://doi.org/10.1002/prot.340230303,A large‐scale experiment to assess protein structure prediction methods,1995,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W2033806446,,,https://doi.org/10.1093/protein/7.3.349,Can three-dimensional contacts in protein structures be predicted by analysis of correlated mutations?,1994,Protein Engineering Design and Selection,,
1hop_referenced,https://openalex.org/W2037312364,,,https://doi.org/10.1038/nprot.2010.5,I-TASSER: a unified platform for automated protein structure and function prediction,2010,Nature Protocols,,
1hop_referenced,https://openalex.org/W2045777307,,,https://doi.org/10.1126/science.181.4096.223,Principles that Govern the Folding of Protein Chains,1973,Science,,
1hop_referenced,https://openalex.org/W2051210555,,,https://doi.org/10.1038/nmeth.1818,HHblits: lightning-fast iterative protein sequence searching by HMM-HMM alignment,2011,Nature Methods,,
1hop_referenced,https://openalex.org/W2061042699,,,https://doi.org/10.1371/journal.pone.0028766,Protein 3D Structure Computed from Evolutionary Sequence Variation,2011,PLoS ONE,,
1hop_referenced,https://openalex.org/W2065283382,,,https://doi.org/10.1006/jmbi.1993.1626,Comparative Protein Modelling by Satisfaction of Spatial Restraints,1993,Journal of Molecular Biology,,
1hop_referenced,https://openalex.org/W2069458148,,,https://doi.org/10.1186/1471-2105-11-431,Hidden Markov model speed heuristic and iterative HMM search procedure,2010,BMC Bioinformatics,,
1hop_referenced,https://openalex.org/W2072404529,,,https://doi.org/10.1016/j.tibs.2014.10.005,How cryo-EM is revolutionizing structural biology,2014,Trends in Biochemical Sciences,,
1hop_referenced,https://openalex.org/W2109801072,,,https://doi.org/10.1002/prot.24452,Critical assessment of methods of protein structure prediction (CASP) — round x,2013,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W2110483430,,,https://doi.org/10.1093/nar/gkg571,LGA: a method for finding 3D similarities in protein structures,2003,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2113178668,,,https://doi.org/10.1093/protein/14.11.835,Prediction of contact maps with neural networks and correlated mutations,2001,Protein Engineering Design and Selection,,
1hop_referenced,https://openalex.org/W2119423166,,,https://doi.org/10.1016/0022-2836(88)90564-5,Predicting the secondary structure of globular proteins using neural network models,1988,Journal of Molecular Biology,,
1hop_referenced,https://openalex.org/W2129020329,,,https://doi.org/10.1146/annurev.biophys.37.092707.153558,The Protein Folding Problem,2008,Annual Review of Biophysics,,
1hop_referenced,https://openalex.org/W2129259959,,,https://doi.org/10.1109/tpami.2009.186,Auto-Context and Its Application to High-Level Vision Tasks and 3D Brain Image Segmentation,2009,IEEE Transactions on Pattern Analysis and Machine Intelligence,,
1hop_referenced,https://openalex.org/W2138122982,,,https://doi.org/10.1371/journal.pcbi.1002195,Accelerated Profile HMM Searches,2011,PLoS Computational Biology,,
1hop_referenced,https://openalex.org/W2140673705,,,https://doi.org/10.1093/bioinformatics/btt473,lDDT: a local superposition-free score for comparing protein structures and models using distance difference tests,2013,Bioinformatics,,
1hop_referenced,https://openalex.org/W2144288821,,,https://doi.org/10.1002/prot.21123,Comparison of multiple Amber force fields and development of improved protein backbone parameters,2006,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W2166701319,,,https://doi.org/10.1093/bioinformatics/btr638,PSICOV: precise structural contact prediction using sparse inverse covariance estimation on large multiple sequence alignments,2011,Bioinformatics,,
1hop_referenced,https://openalex.org/W2194775991,,,https://doi.org/10.1109/cvpr.2016.90,Deep Residual Learning for Image Recognition,2016,,,
1hop_referenced,https://openalex.org/W2271840356,,,https://doi.org/10.48550/arxiv.1603.04467,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2310667045,,,https://doi.org/10.48550/arxiv.1603.06958,Aligning 415 519 proteins in less than two hours on PC,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2557595285,,,https://doi.org/10.1093/nar/gkw1081,Uniclust databases of clustered and deeply annotated protein sequences and alignments,2016,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2626778328,,,https://doi.org/10.65215/2q58a426,Attention Is All You Need,2025,,,
1hop_referenced,https://openalex.org/W2888839841,,,https://doi.org/10.1021/acssynbio.8b00224,"An Interface-Driven Design Strategy Yields a Novel, Corrugated Protein Architecture",2018,ACS Synthetic Biology,,
1hop_referenced,https://openalex.org/W2898210859,,,https://doi.org/10.1093/nar/gky949,Protein Data Bank: the single global archive for 3D macromolecular structure data,2018,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2906744519,,,,Learning Protein Structure with a Differentiable Simulator,2018,International Conference on Learning Representations,,
1hop_referenced,https://openalex.org/W2949223833,,,https://doi.org/10.1371/journal.pcbi.1005659,OpenMM 7: Rapid development of high performance algorithms for molecular dynamics,2017,PLoS Computational Biology,,
1hop_referenced,https://openalex.org/W2952317511,,,https://doi.org/10.1016/j.cels.2019.03.006,End-to-End Differentiable Learning of Protein Structure,2019,Cell Systems,,
1hop_referenced,https://openalex.org/W2953008890,,,https://doi.org/10.1038/s41467-018-04964-5,Clustering huge protein sequence sets in linear time,2018,Nature Communications,,
1hop_referenced,https://openalex.org/W2957874522,,,,Generative models for graph-based protein design,2019,DSpace@MIT (Massachusetts Institute of Technology),,
1hop_referenced,https://openalex.org/W2962831078,,,https://doi.org/10.1002/prot.25787,A further leap of improvement in tertiary structure prediction in CASP13 prompts new routes for future assessments,2019,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W2963341956,,,https://doi.org/10.18653/v1/n19-1423,,2019,,,
1hop_referenced,https://openalex.org/W2963474899,,,,,,,,
1hop_referenced,https://openalex.org/W2966057938,,,https://doi.org/10.1002/prot.25792,Deep‐learning contact‐map guided protein structure prediction in CASP13,2019,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W2968494487,,,https://doi.org/10.1038/s41580-019-0163-x,Advances in protein structure prediction and design,2019,Nature Reviews Molecular Cell Biology,,
1hop_referenced,https://openalex.org/W2969180072,,,https://doi.org/10.1371/journal.pone.0220182,rawMSA: End-to-end Deep Learning using raw Multiple Sequence Alignments,2019,PLoS ONE,,
1hop_referenced,https://openalex.org/W2970594786,,,https://doi.org/10.1093/bioinformatics/btz679,Analysis of several key factors influencing deep learning-based inter-residue contact prediction,2019,Bioinformatics,,
1hop_referenced,https://openalex.org/W2972411752,,,https://doi.org/10.1186/s12859-019-3019-7,HH-suite3 for fast remote homology detection and deep protein annotation,2019,BMC Bioinformatics,,
1hop_referenced,https://openalex.org/W2975653430,,,https://doi.org/10.1007/978-1-4842-4470-8,Building Machine Learning and Deep Learning Models on Google Cloud Platform: A Comprehensive Guide for Beginners,2019,,,
1hop_referenced,https://openalex.org/W2980272550,,,https://doi.org/10.1002/prot.25834,Protein structure prediction using multiple deep neural networks in the 13th Critical Assessment of Protein Structure Prediction (CASP13),2019,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W2981689412,,,https://doi.org/10.1109/iccv.2019.00069,CCNet: Criss-Cross Attention for Semantic Segmentation,2019,,,
1hop_referenced,https://openalex.org/W3022597535,,,https://doi.org/10.15252/embj.2019104129,Structural basis for loading and inhibition of a bacterial T6 <scp>SS</scp> phospholipase effector by the VgrG spike,2020,The EMBO Journal,,
1hop_referenced,https://openalex.org/W3033318436,,,https://doi.org/10.1126/science.aaz9649,The structure of human CST reveals a decameric assembly bound to telomeric DNA,2020,Science,,
1hop_referenced,https://openalex.org/W3035160371,,,https://doi.org/10.1109/cvpr42600.2020.01070,Self-Training With Noisy Student Improves ImageNet Classification,2020,,,
1hop_referenced,https://openalex.org/W3035965352,,,https://doi.org/10.1038/s41586-020-2649-2,Array programming with NumPy,2020,Nature,,
1hop_referenced,https://openalex.org/W3038329114,,,https://doi.org/10.12688/f1000research.25097.1,Advances in methods for atomic resolution macromolecular structure determination,2020,F1000Research,,
1hop_referenced,https://openalex.org/W3044291258,,,https://doi.org/10.1038/s41594-020-0464-y,An embedded lipid in the multidrug transporter LmrP suggests a mechanism for polyspecificity,2020,Nature Structural & Molecular Biology,,
1hop_referenced,https://openalex.org/W3048491903,,,https://doi.org/10.1371/journal.ppat.1008707,"MrpH, a new class of metal-binding adhesin, requires zinc to mediate biofilm formation",2020,PLoS Pathogens,,
1hop_referenced,https://openalex.org/W3083919430,,,https://doi.org/10.2210/pdb6yj1/pdb,The M23 peptidase domain of the Staphylococcal phage 2638A endolysin,2020,,,
